year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,26.17,8.5,2960,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,24.17,8.5,3250,1,150,41340
2019,0,21.08,8.5,3235,1,150,41395
2019,0,21.08,8.5,3235,1,150,41395
2019,0,21.08,8.5,3235,1,150,41395
2019,0,21.08,8.5,3235,1,150,41395
2019,0,20.17,8.5,3400,1,200,41423
2019,0,19,8.5,2001,1,200,41425
2019,0,19.33,7.83,1850,1,200,41445
2019,0,19.33,7.83,1850,1,200,41445
2019,0,19.33,7.83,1850,1,200,41445
2019,0,24.17,8.5,3250,1,200,41465
2019,0,20,8.33,2800,1,150,41484
2019,0,19.33,7.83,1850,1,200,41490
2015,1,23,8.5,3706,1,150,41500
2019,0,22.25,8.08,1505,1,200,41500
2019,0,22.25,8.08,1505,1,200,41500
2007,1,28,9.42,8500,2,750,41500
2020,0,19.42,8.5,2500,1,150,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2019,0,21,8.33,3488,1,250,41510
2018,1,23.83,8.5,2100,1,150,41516
2019,0,21.08,8.5,2600,1,150,41535
2019,0,18.92,8.5,2300,1,150,41540
2019,0,24.17,8.5,3250,1,150,41580
2019,0,21.08,8.5,3235,1,150,41595
2016,0,20.17,8.5,2195,1,150,41620
2019,0,21.08,8.5,2600,1,200,41680
2019,0,21.08,8.5,2600,1,200,41680
2016,0,21,8.5,2900,1,175,41759
2018,0,21,8.33,2100,1,150,41805
2019,0,19,8.5,2001,1,200,41875
2019,0,19,8.5,2001,1,200,41875
2019,0,19,8.5,2001,1,200,41875
2016,0,21.9,8,3666,1,250,41900
2018,0,19.33,7.83,1850,1,200,41925
2019,0,26.17,8.5,3195,1,150,41940
2019,0,26.17,8.5,3195,1,150,41940
2019,0,26.17,8.5,3195,1,150,41940
2019,0,19.33,7.83,1850,1,200,41945
2019,0,19.33,7.83,1850,1,200,41945
2019,0,19.33,7.83,1850,1,200,41945
2018,1,23.83,8.5,2100,1,150,41984
2018,0,21,8.33,2800,1,150,41990
2019,0,21.5,8.17,2100,1,150,41995
2019,0,19.33,7.83,1850,1,200,41995
2019,0,19.33,7.83,1850,1,200,41995
2018,0,19.42,8.5,3135,1,150,42020
2019,0,19.33,7.83,1850,1,200,42045
2019,0,19.33,7.83,1850,1,200,42045
2019,0,24.17,8.5,2680,1,150,42090
2019,0,24.17,8.5,2680,1,150,42090
2019,0,24.17,8.5,2680,1,150,42090
2019,0,24.17,8.5,3250,1,150,42090
2019,0,19.33,7.83,1850,1,200,42090
2018,0,18.33,8.17,1800,1,150,42130
2019,0,19.33,7.83,1850,1,200,42135
2019,0,19.33,7.83,1850,1,200,42135
2019,0,19.33,7.83,1850,1,200,42135
2019,0,19.33,7.83,1850,1,200,42145
2019,0,18.33,8,2600,1,150,42155
2019,0,19,8.5,2001,1,200,42195
2019,0,19,8.5,2001,1,200,42195
2019,0,19,8.5,2001,1,200,42225
2019,0,19.33,7.83,1850,1,200,42235
2019,0,19.33,7.83,1850,1,200,42235
2019,0,19.33,7.83,1850,1,200,42245
2019,0,21.08,8.5,3235,1,200,42275
2019,0,21.08,8.5,3235,1,200,42275
2019,0,26.17,8.5,2960,1,150,42335
2019,0,24,8.5,2705,1,150,42385
2019,0,19.33,7.83,1850,1,200,42390
2019,0,26.17,8.5,2960,1,150,42435
2019,0,26.17,8.5,2960,1,150,42435
2019,0,26.17,8.5,2960,1,150,42435
2019,0,26.17,8.5,2960,1,150,42435
2019,0,19,7.5,2660,1,200,42445
2019,0,21.08,8.5,3235,1,200,42475
2019,0,21.08,8.5,3235,1,200,42475
2019,0,21.08,8.5,3235,1,200,42475
1980,1,34,11.92,14000,1,200,42500
2007,1,26.5,8.5,6000,1,300,42500
2009,1,27,8.5,6784,1,300,42500
2019,0,19.42,8.5,3135,1,150,42560
2017,0,18.92,8.5,2300,1,150,42575
2019,0,19.33,7.83,1850,1,200,42670
2019,0,19.33,7.83,1850,1,200,42685
2019,0,24.17,8.5,3250,1,150,42690
2019,0,21.08,8.5,2600,1,200,42715
2019,0,19.33,7.83,1850,1,200,42735
2019,0,19.33,7.83,1850,1,200,42735
2019,0,19.33,7.83,1850,1,200,42735
2019,0,24.17,8.5,2680,1,200,42745
2019,0,26.17,8.5,2960,1,225,42745
2019,0,21.08,8.5,3235,1,200,42845
2019,0,24.41,8.5,2215,1,150,42848
2019,0,19,8.5,2001,1,175,42870
2019,0,19.33,7.83,1850,1,200,42895
2018,0,18.75,7.83,1650,1,150,42900
2015,1,22,8.5,2250,1,200,42900
2004,1,23.75,8.5,4400,1,225,42900
2001,1,26,9.25,4500,2,400,42900
2003,1,29,10.5,11300,2,600,42900
2018,0,21,8.33,3488,1,200,42914
2019,0,19.33,7.83,1850,1,200,42935
2019,0,19.33,7.83,1850,1,200,42945
2019,0,19.33,7.83,1850,1,200,42945
2019,0,19.33,7.83,1850,1,200,42945
2019,0,19.33,7.83,1850,1,200,42945
2019,0,19.33,7.83,1850,1,200,42945
2018,0,18.66,8.17,1780,1,200,42965
2015,1,20.25,8.08,2250,1,150,42988
2019,0,24,8.5,2065,1,150,42995
2019,0,21.5,8.17,2100,1,150,42995
2019,0,18.33,8.17,2255,1,115,43000
2019,0,22.5,8.17,24600,1,150,43000
2019,0,22.5,8.17,24600,1,150,43000
1989,1,30,10,10000,1,375,43000
2019,0,26.17,8.5,3195,1,150,43025
2019,0,26.17,8.5,3195,1,150,43025
2019,0,26.17,8.5,3195,1,150,43025
2019,0,26.17,8.5,3195,1,150,43025
2019,0,26.17,8.5,3195,1,150,43025
2019,0,26.17,8.5,2960,1,150,43035
2019,0,26.17,8.5,2960,1,150,43035
2019,0,26.17,8.5,3195,1,150,43035
2019,0,21.08,8.5,2600,1,225,43040
2019,0,21.08,8.5,2600,1,225,43040
2019,0,19,8.5,2001,1,200,43125
2018,0,24.17,8.5,2885,1,150,43130
2019,0,19,8.5,2001,1,200,43175
2019,0,19,8.5,2001,1,200,43175
2019,0,22,8.33,2760,1,150,43199
2019,0,19.42,8.5,3135,1,150,43205
2018,0,20.17,8,2000,1,225,43225
2018,0,21,8.33,3488,1,250,43240
2019,0,24.17,8.5,2885,1,200,43245
2017,0,18.67,7.83,1700,1,175,43260
2019,0,19.33,7.75,1900,1,115,43320
2019,0,24.17,8.5,2885,1,200,43345
2019,0,21,8.33,3100,1,250,43390
2019,0,23.33,8.5,2562,1,115,43412
2019,0,21,8.33,2735,1,200,43435
2019,0,19,8.5,2001,1,200,43475
2019,0,21,8.5,1700,1,175,43492
2001,1,29,10.5,11300,2,520,43500
2019,0,19,8.5,2001,1,200,43525
2019,0,18.67,7.83,1700,1,175,43535
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,19.33,7.83,1850,1,200,43635
2019,0,21.08,8.5,3235,1,225,43635
2019,0,19.33,7.83,1850,1,200,43685
2019,0,19.33,7.83,1850,1,200,43685
2019,0,19.33,7.83,1850,1,200,43735
2019,0,19.33,7.83,1850,1,200,43735
2019,0,19.33,7.83,1850,1,200,43735
2019,0,19.33,7.83,1850,1,200,43735
2019,0,19.33,7.83,1850,1,200,43735
2019,0,19.33,7.83,1850,1,200,43735
2018,0,19,8.5,2001,1,200,43735
2016,0,21,8.5,2900,1,200,43759
2018,0,19.83,8.25,3100,1,200,43765
2019,0,18,8,2600,1,150,43782
2001,1,32.08,10.33,9500,2,500,43799
2019,0,21.08,8.5,2600,1,150,43805
2019,0,21,8.33,3100,1,250,43805
2019,0,24.17,8.5,2680,1,200,43815
2019,0,19.33,7.83,1850,1,200,43835
2019,0,21,8.33,3488,1,250,43840
2019,0,19,8.5,2001,1,200,43860
2019,0,21.08,8.5,2600,1,200,43870
2019,0,17,8.33,1800,1,90,43900
2006,1,26,8.5,7500,1,300,43900
2008,1,21.42,8.5,4300,1,350,43900
2019,0,21,8.33,3100,2,300,43958
2019,0,21,8.33,3488,1,250,43990
2019,0,22,8.5,1895,1,115,43995
2012,1,20.75,7.75,1825,1,250,43995
2018,1,20,8,2500,1,250,43995
2007,1,26,8.5,7500,1,300,43995
2019,0,20.33,7.83,1455,1,115,44000
2019,0,19,8.5,2001,1,175,44050
2018,0,24.17,8.5,3250,1,200,44102
2018,0,20.17,8,2000,1,200,44175
2019,0,20.17,8,2000,1,225,44190
2018,0,21,8.33,3488,1,250,44255
2019,0,19,8.5,2001,1,200,44330
2019,0,18,8,2600,1,150,44350
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2885,1,200,44380
2019,0,24.17,8.5,2899,1,200,44380
2019,0,23.92,7.92,1880,1,250,44410
2019,0,24.17,8.5,2680,1,200,44415
2019,0,24.17,8.5,2680,1,200,44415
2019,0,24.17,8.5,3250,1,200,44415
2019,0,20.5,8,2600,1,150,44497
1988,1,31,11.92,12000,2,520,44500
2000,1,34,11.42,13000,2,620,44500
2019,0,23.7,8.5,2100,1,200,44507
2019,0,19,8,2460,1,300,44555
2019,0,18.33,8.17,2255,1,150,44605
2019,0,18.33,8.17,2255,1,150,44605
2019,0,23.33,8.5,3148,1,150,44620
2019,0,21.5,8.5,3350,1,250,44635
2019,0,19.33,7.83,1850,1,200,44665
2019,0,22,8.5,2458,1,150,44671
2019,0,19,8.5,2001,1,200,44675
2019,0,19,8.5,2001,1,200,44675
2019,0,19,8.5,2001,1,200,44675
2019,0,19,8.5,2001,1,200,44675
2018,0,19.58,8.33,3100,1,240,44683
2019,0,21,8.33,3100,1,150,44720
2019,0,21.08,8.5,2600,1,200,44720
2019,0,21.08,8.5,3235,1,200,44735
2019,0,21.08,8.5,3235,1,200,44735
2019,0,21.08,8.5,3235,1,200,44735
2019,0,21.08,8.5,3235,1,200,44735
2020,0,24.17,8.5,2879,1,150,44740
2020,0,21.08,8.5,2600,1,200,44755
2019,0,19.33,7.83,1850,1,200,44780
2019,0,22,7,1750,1,200,44814
2019,0,26.17,8.5,2960,1,150,44825
2018,0,20.17,8,2000,1,200,44835
2019,0,19.33,7.83,1850,1,200,44850
2019,0,18,8,2600,1,150,44865
2016,1,22,8.33,2350,1,150,44900
2014,1,24,8.5,4600,1,260,44900
2011,1,24.08,8.5,4850,1,260,44900
2011,1,24,8.5,4400,1,300,44900
2006,1,24,8.5,3200,2,300,44900
2001,1,26,9.25,4500,2,400,44900
2005,1,29,8.17,4650,1,425,44900
2002,1,30,10.42,12000,2,520,44900
1995,1,32,11.92,15900,2,520,44900
2001,1,29,10.5,11300,2,600,44900
1985,1,33,12.5,20730,2,650,44900
1995,1,37,12.33,13000,2,660,44900
2016,0,22.25,8.5,1921,2,180,44913.33
2016,0,22.25,8.5,1921,2,180,44913.33
2016,0,22.25,8.5,1921,2,180,44913.33
2019,0,20.1,8.5,1816,1,90,44931
2019,0,19,8.5,2001,1,200,44990
2019,0,21.91,8.5,3100,1,150,44995
2015,0,25.83,8.5,3305,1,150,44995
2017,0,20,8,1703,1,175,44995
2019,0,19,8.5,2001,1,200,44995
2017,1,21,7.92,1840,1,250,44995
2006,1,24,8.5,4320,1,340,44995
1978,1,43,11.67,23000,1,50,45000
2016,1,24.5,8.5,2384,1,150,45000
2009,1,26,8.5,4260,1,250,45000
2014,1,28,9,4800,1,250,45000
2006,1,24,8.75,5833,2,300,45000
2000,1,32.92,11.75,12200,2,379,45000
2000,1,32,11.75,12200,2,439,45000
2018,0,21,8.33,3050,1,150,45010
2019,0,24.17,8.5,3250,1,200,45015
2019,0,24.17,8.5,3250,1,200,45015
2019,0,19,8.5,2001,1,200,45025
2020,0,26.17,8.5,2956,1,150,45140
2019,0,18.8,7.08,1565,1,115,45178
2018,0,19.33,7.83,1850,1,150,45200
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,21.5,8.5,3350,1,250,45285
2019,0,18.33,8.17,2255,1,150,45295
2019,0,19,8.5,2001,1,200,45345
2019,0,21,8.33,3100,1,250,45345
2019,0,21.5,8.5,3350,1,250,45385
2020,0,19,8.5,2201,1,200,45415
2019,0,19,8.5,2001,1,200,45460
2019,0,21.5,8.5,3350,1,250,45485
2019,0,21.5,8.5,3350,1,250,45485
2019,0,21.5,8.5,3350,1,250,45485
2019,0,21.5,8.5,3350,1,250,45485
2019,0,21,8.33,2735,1,200,45545
2019,0,21,8.33,2735,1,200,45545
2019,0,21,8.33,2735,1,200,45545
2019,0,22.6,8.42,2620,1,150,45657
2019,0,21.08,8.5,2600,1,200,45720
2019,0,19.33,7.83,1850,1,200,45740
2019,0,21,8.33,3488,1,250,45755
2019,0,24.17,8.5,2680,1,200,45765
2019,0,24.17,8.5,3250,1,200,45765
2019,0,21,8.33,3100,1,250,45790
2019,0,21,8.33,3100,1,250,45805
2019,0,22.92,8.33,3364,1,250,45830
2018,0,18.33,8.17,1800,1,150,45835
2019,0,20.17,8.5,3400,1,200,45859
2019,0,20.17,8.5,3400,1,200,45859
2016,0,25.25,8.5,2702,1,150,45900
2015,1,21,8.5,3616,2,360,45900
2019,0,20,8,2600,1,150,45948
2017,0,17.75,7.83,1450,1,150,45985
2019,0,23.83,8.5,2100,1,115,45995
2018,0,21.08,8.5,2600,1,200,45999
2019,0,26.17,8.5,2960,1,200,46010
2019,0,26.17,8.5,2960,1,200,46110
2019,0,19.42,8.5,3135,1,150,46115
2019,0,24.17,8.5,2680,1,200,46205
2019,0,21,8.33,2735,1,200,46220
2019,0,24.17,8.5,3250,1,200,46365
2019,0,21,8.33,2735,1,225,46420
2018,0,21.17,7.92,2150,1,250,46463
2019,0,21,8.33,2735,1,225,46500
2019,0,23.92,7.92,1880,1,250,46500
2019,0,23.92,7.92,1880,1,250,46500
2012,1,23,8.42,4200,1,250,46500
2013,1,24.08,8.5,4850,1,260,46500
1999,1,27,9.5,5500,1,285,46500
2004,1,25,8,4600,1,320,46528
2019,0,26.17,8.5,3195,1,200,46700
2019,0,26.17,8.5,3195,1,200,46700
2019,0,20.17,8,2000,1,225,46705
2019,0,21.08,8.5,3235,1,200,46715
2019,0,21.08,8.5,3235,1,200,46715
2016,0,22.25,8.5,1921,2,180,46796.67
2019,0,18.33,8.17,2255,1,150,46810
2019,0,19.08,9.33,1600,1,200,46895
2019,0,19.08,9.33,1600,1,200,46895
2019,0,19.08,9.33,1600,1,200,46895
2004,1,24,8.5,3800,1,225,46900
2011,1,24,8.5,4450,1,320,46900
2007,1,27,8.5,7325,1,320,46900
1985,1,42,9,11500,1,370,46900
2019,0,25.33,8.5,3235,1,150,46920
2014,1,24.08,8.5,4850,1,260,46995
2019,0,23.92,7.92,1880,1,250,47000
2001,1,29,10.17,10500,2,480,47000
2019,0,26.17,8.5,2960,1,200,47010
2019,0,21.08,8.5,2600,1,150,47020
2019,0,21,8.33,2735,1,225,47095
2018,0,21.17,7.92,2150,1,250,47099
2019,0,19.33,7.75,1900,1,115,47150
2019,0,20.17,8,2000,1,225,47310
2019,0,26.17,8.5,2960,1,200,47360
2018,1,24,8.5,5464,1,150,47420
2019,0,21,8.33,2735,1,225,47420
2019,0,21,8.33,2735,1,225,47420
2018,1,22.33,8.5,3400,1,150,47460
2008,1,28.83,8.5,6750,1,350,47500
1990,1,37,13.92,21852,2,640,47500
2019,0,23.33,8.5,3148,1,150,47565
2018,0,21.08,8.5,2600,1,200,47585
2018,0,21.08,8.5,2600,1,200,47585
2016,0,22.25,8.5,1921,2,180,47838.33
2018,0,20.33,8.33,2635,1,150,47850
2018,0,20.17,8,2000,1,250,47860
2019,0,20.17,8,2000,1,250,47885
2014,1,24.25,8.5,2500,1,200,47900
2014,1,20.17,7.92,2075,1,250,47900
2002,1,28,10,8500,2,380,47900
1994,1,31,12,12300,2,460,47900
2019,0,20.17,8,2000,1,225,47935
2018,0,23.83,8.5,2100,1,150,47964
2019,0,19.33,7.83,1850,1,200,47970
2019,0,20.17,8,2000,1,250,47990
2002,1,32,10.83,12800,2,540,47995
2018,0,19.66,8.17,1805,1,50,47999
2019,0,21.08,8.5,3235,1,225,48035
2019,0,20.17,8,2000,1,250,48060
2016,1,21.58,8.33,2900,1,250,48069
2020,0,21.08,8.5,2600,1,200,48085
2019,0,20.58,8.33,3000,1,150,48150
2019,0,20.17,8,2000,1,225,48310
2019,0,23.33,8.5,3148,1,150,48315
2019,0,21,8.33,3488,1,250,48330
2019,0,20.17,8,2000,1,250,48385
2019,0,21.5,8.33,3050,1,150,48393
2019,0,23.33,8.5,3148,1,150,48415
2019,0,23.33,8.5,3148,1,150,48415
2019,0,23.33,8.5,3148,1,150,48415
2019,0,23.33,8.5,3148,1,150,48415
2019,0,23.33,8.5,3148,1,150,48415
2019,0,22.5,8.42,2580,1,225,48418
2018,0,21,8.42,3655,1,250,48420
2019,0,21,8.33,3100,2,600,48421
2019,0,21,8.33,3100,2,600,48421
2013,1,21.25,7.92,1900,1,250,48495
2019,0,20.17,8,2000,1,250,48495
1998,1,27,9.58,4200,2,400,48500
2019,0,19,8.5,2001,1,200,48525
2019,0,20.17,8,2000,1,250,48655
2019,0,20.17,8,2000,1,250,48655
2019,0,20.17,8,2000,1,250,48655
2020,0,25.33,8.5,3235,1,150,48845
2019,0,25.33,8.5,3235,1,150,48895
2013,1,23.33,8.5,2650,1,250,48900
2004,1,26,9,4050,2,450,48900
2019,0,21.92,8.42,3705,1,250,48995
2012,1,25,8.5,4600,1,300,49000
1990,1,28,9.5,4950,1,315,49000
2004,1,33,10.42,12500,2,520,49000
2019,0,18.33,8.17,2255,1,150,49045
2019,0,20.58,8.33,3000,1,150,49175
2018,0,25.2,8.5,2570,1,250,49186
2019,0,21.17,7.92,2150,1,225,49210
2018,0,20.17,8,2000,1,250,49270
2019,0,26.17,8.5,2960,1,250,49315
2019,0,19.33,7.83,1850,1,200,49330
2019,0,20.33,8.33,2635,1,150,49340
2019,0,23.33,8.5,3148,1,150,49360
2019,0,20.17,8,2000,1,250,49385
2019,0,20.17,8,2000,1,250,49385
2019,0,20.17,8,2000,1,250,49385
2019,0,20.17,8,2000,1,250,49385
2019,0,20.58,8.33,3000,1,150,49410
2019,0,26.17,8.5,2960,1,225,49410
2019,0,20.58,8.33,3200,1,150,49415
2019,0,18.92,8.5,2300,1,150,49435
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,23.33,8.5,3148,1,150,49460
2019,0,19.33,7.83,1850,1,200,49490
1976,1,30,11.5,14400,1,120,49500
2005,1,28,9.42,8630,2,440,49500
1970,1,45,14.58,37000,2,550,49500
2006,1,26,8.5,7500,1,300,49544
2019,0,20.17,8,2000,1,250,49665
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,25.33,8.5,3235,1,150,49745
2019,0,21,8.33,2735,1,200,49745
2018,0,19.33,7.83,1850,1,200,49745.5
2019,0,20.33,8.33,2635,1,150,49820
2019,0,20.33,8.33,2635,1,150,49865
2019,1,23,8.5,3315,1,200,49900
2013,1,22,8.5,3000,1,250,49900
2013,1,24,8.5,3980,1,300,49900
2011,1,27,8.5,5501,1,300,49900
2011,1,27,8.5,6900,1,300,49900
2011,1,28,9.83,8056,1,300,49900
1978,1,44,14.92,32000,2,310,49900
2000,1,28,10,7500,1,315,49900
2013,1,25,8.5,5200,1,320,49900
2004,1,26,8.5,4700,1,425,49900
2008,1,25,8.5,5425,1,425,49900
2004,1,29,9.5,5900,2,450,49900
1996,1,31,11.17,10500,2,480,49900
2006,1,33,11.42,11300,2,500,49900
2004,1,28,9.67,9500,2,540,49900
2000,1,31,11.17,12000,2,600,49900
1990,1,39,13.92,16400,2,620,49900
2002,1,35,11.25,13400,2,640,49900
1996,1,36,13,15532,2,640,49900
1988,1,35,13,19800,2,670,49900
1978,1,40,13,23000,2,700,49900
2019,0,20,8.33,2800,1,150,49988
2008,1,29,8.5,7400,1,425,49990
2016,1,22.42,8.5,2050,1,150,49995
2019,0,21,8.42,3150,1,150,49995
2018,0,21,8.42,3114,1,175,49995
2016,1,19.08,8.17,1600,1,200,49995
2016,1,20.92,8.5,2170,1,200,49995
2018,1,21,7.92,1840,1,250,49995
2006,1,28.67,8.5,7200,1,250,49995
2014,1,24.08,8.5,4850,1,260,49995
2004,1,28,8.5,6200,1,300,49995
1988,1,37,14.42,24000,2,660,49995
2003,1,29,11,12000,2,400,49997
2018,1,20,8.17,1900,1,150,49999
1989,1,38,12.25,20000,1,44,50000
2019,0,21.17,7.92,2150,1,225,50085
2019,0,20.58,8.33,3200,1,150,50110
2016,1,24,8.5,2025,1,150,50116
2019,0,20.17,8,2000,1,250,50145
2019,0,20.17,8,2000,1,250,50145
2019,0,20.58,8.33,3200,1,150,50175
2019,0,20.33,8.33,2635,1,150,50195
2019,0,19.33,7.83,1850,1,200,50215
2019,0,20.58,8.33,3000,1,150,50366
2019,1,20.25,8,2600,1,300,50405
2019,0,21.08,8.5,3235,1,225,50495
2019,0,21.08,8.5,3235,1,225,50495
2019,0,21.08,8.5,3235,1,225,50495
2019,0,20.17,8,2000,1,250,50515
2019,0,20.33,8.33,2635,1,150,50520
2019,0,20.58,8.33,3200,1,150,50600
2019,0,18.92,8.5,2300,1,200,50700
2019,0,25.33,8.5,3235,1,150,50820
2019,0,25.33,8.5,3235,1,150,50820
2019,0,25.33,8.5,3235,1,150,50820
2019,0,25.33,8.5,3235,1,150,50820
2019,0,25.33,8.5,3235,1,150,50820
2019,0,24.08,8.5,3106,1,200,51100
2019,0,25.33,8.5,3235,1,200,51185
2019,0,20.58,8.5,3200,1,150,51190
2019,0,22,8.5,2495,1,200,51257
2019,0,20.17,8,2000,1,225,51390
2019,0,18.92,8.5,2300,1,200,51400
2019,0,22.5,8.33,2580,1,225,51500
2019,0,20.33,8.33,2635,1,150,51585
2018,0,21,8.5,3200,1,150,51600
2019,0,21.92,8.33,3705,1,250,51604
2019,0,18.92,8.5,2300,1,200,51625
2019,0,21,8.33,3488,1,300,51750
2017,0,21.17,7.92,2150,1,250,51755
2019,0,20.17,8,2000,1,250,51770
2016,0,22.25,8.5,1921,2,230,51808.33
2012,1,21,6.67,3150,1,30,51900
1996,1,33,11.67,12500,2,660,51900
2016,0,22.25,8.5,1921,2,180,51908.33
2019,0,20.5,8,2700,1,200,51939
2019,0,20.33,8.33,2635,1,150,51975
2018,0,21.17,7.92,2150,1,250,51995
2019,0,20.33,8.5,2650,1,200,51999
2018,0,25.33,8.5,3340,1,200,52170
2019,0,18.92,8.5,2300,1,200,52185
2002,1,24.5,8.5,3900,2,230,52500
2008,1,25,8.5,6400,1,300,52500
2006,1,28,8.83,8166,2,520,52500
2019,0,23.33,8.5,3148,1,200,52505
2019,0,21.17,7.92,2150,1,250,52515
2016,0,22.25,8.5,1921,2,180,52561.67
2019,0,23.33,8.5,3148,1,200,52605
2019,0,23.33,8.5,3148,1,175,52735
2019,0,21.17,7.92,2150,1,250,52790
2016,0,22.25,8.5,1921,2,230,52833.33
2016,0,22.25,8.5,1921,2,230,52833.33
2016,0,22.25,8.5,1921,2,230,52833.33
2018,0,21,8.5,2635,1,150,52839
2019,0,21.17,7.92,2150,1,250,52840
2019,0,21.17,7.92,2150,1,250,52840
2017,1,22.33,8.5,4000,1,250,52900
2002,1,26,9.5,7000,2,500,52900
2019,0,18.92,8.5,2300,1,200,52995
2016,1,20.92,7.92,2175,1,250,52995
2019,0,26.83,8.5,2471,1,250,52995
2019,0,20.58,8.33,3000,1,150,53046
2017,0,25.33,8.5,3240,1,200,53067
2019,0,20.6,8.33,2800,1,200,53095
2020,0,20.17,7.83,2000,1,250,53140
2019,0,20.17,8,2000,1,250,53145
2016,0,20.25,8.5,1773,2,80,53150
2019,0,18.92,8.5,2300,1,200,53210
2019,0,18.92,8.5,2300,1,200,53245
2018,0,21.17,7.92,2150,1,250,53265
2019,0,20.33,8.33,2635,1,200,53285
2019,0,20.33,8.33,2635,1,200,53285
2019,0,21.17,7.92,2150,1,225,53370
2019,0,21.17,7.92,2150,1,250,53415
2019,0,18.67,7.83,1700,1,175,53425
2019,0,20.17,8,2000,1,225,53495
2019,0,23.33,8.5,3148,1,200,53550
2019,0,23.33,8.5,3148,1,200,53550
2018,0,20.17,8,2000,1,250,53575
2019,0,20.17,8,2000,1,250,53580
2019,0,21.17,7.92,2150,1,250,53640
2019,0,21.17,7.92,2150,1,250,53640
2019,0,21.17,7.92,2150,1,250,53640
2019,0,21.17,7.92,2150,1,250,53640
2019,0,21.17,7.92,2150,1,250,53640
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,23.33,8.5,3148,1,200,53650
2019,0,21.17,7.92,2150,1,250,53740
2019,0,21.17,7.92,2150,1,250,53740
2019,0,21.17,7.92,2150,1,250,53740
2019,0,21.17,7.92,2150,1,250,53740
2016,1,20.75,7.92,1825,1,250,53900
2019,0,25.33,8.5,3235,1,200,53935
