year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,1,23,8.5,4500,1,200,54000
2019,1,24.99,8.5,2800,1,250,54000
2009,1,31,11,10850,2,520,54000
2017,0,21.58,8.33,2900,1,250,54005
2019,0,23.42,8.5,2050,1,150,54146
2019,0,21.17,7.92,2150,1,250,54175
2019,0,21.66,8.42,3114,1,200,54265
2018,0,25.33,8.5,3340,1,250,54275
2019,0,19.33,7.83,1850,1,200,54385
2019,0,19,8,1900,1,150,54429
2019,0,21,8.33,3488,1,300,54430
2019,0,23,8.5,2500,1,150,54496
2014,1,23.83,8.5,4011,1,200,54500
2003,1,32,11.25,13500,2,640,54500
2016,0,24.25,8.5,1914,2,230,54550
2019,0,20.17,8,2000,1,250,54790
2019,0,18.92,8.5,2300,1,200,54810
2016,0,20.25,8.5,1773,2,140,54841.67
2016,1,23,8.42,5050,1,300,54900
2009,1,25.92,8.5,4600,1,320,54900
2009,1,25.92,8.5,4600,1,375,54900
1996,1,29,9.5,6100,2,500,54900
1989,1,37,14.42,27000,3,500,54900
1986,1,35,13.17,17500,2,600,54900
1988,1,36,13.75,18300,2,700,54900
1987,1,30,11.5,13500,2,740,54900
1987,1,33,12.5,20730,2,740,54900
2019,0,23,8.33,3648,1,250,54990
2017,1,20.42,7.92,1790,1,250,54995
2019,0,22,8.33,3360,1,250,54995
1993,1,29,11.5,10000,2,460,55000
2000,1,29.67,10.17,10500,2,480,55000
1997,1,47,14,33000,2,500,55000
2001,1,31.5,11.17,12000,2,620,55000
2019,0,25.33,8.5,3235,1,200,55010
2019,0,25.33,8.5,3235,1,200,55010
2019,0,25.33,8.5,3235,1,200,55010
2019,0,20.17,8,2000,1,250,55125
2019,0,20.58,8.33,3000,1,150,55160
2019,0,21.08,8.5,2600,1,200,55290
2016,1,20.42,8.17,2175,1,250,55500
2019,0,19.75,8,1750,1,225,55612
2019,0,21.42,8.5,3735,1,150,55865
2017,1,22.5,8.33,4200,1,250,55900
2002,1,31.08,9.42,8000,2,440,55900
2017,0,22.16,8.33,1800,1,250,55928.3
2019,0,20.17,7.92,3450,1,343,56000
2000,1,35.5,11.67,12500,2,620,56000
2020,0,21.17,7.92,2150,1,250,56190
2019,0,21.17,7.92,2150,1,225,56210
2019,0,18.92,8.5,2300,1,200,56245
2019,0,21.42,8.5,3735,1,225,56385
2020,0,18.92,8.5,2300,1,200,56400
2018,0,23.92,8.33,4105,1,300,56494
2003,1,35.75,11.25,12000,2,560,56500
1992,1,36,13.17,16975,2,740,56500
2019,0,18.92,8.5,2300,1,225,56570
2019,0,25,8.33,3660,2,300,56619
2019,0,25,8.33,3660,2,300,56619
2018,0,21.17,7.92,2150,1,300,56630
2019,0,23,8.5,3700,1,240,56664
2016,0,20.25,8.5,1773,2,100,56756.67
2019,0,25.08,8,4300,1,370,56900
2005,1,33,11.5,11400,2,440,56900
2019,0,21,8.5,3000,1,150,56920
2010,1,25.5,8.5,5300,1,300,56995
2010,1,26.33,8.5,5074,1,300,56996
2019,0,21.92,7.08,1700,2,159.9,57000
2016,0,20.25,8.5,1773,2,80,57010
2019,0,23,8.5,3335,1,200,57178
2019,0,20,8.33,3000,1,200,57196
2018,0,23.17,8.5,2800,1,300,57200
2019,0,25,8.33,3800,2,300,57327
2019,0,25,8.33,3800,2,300,57327
2019,0,21,8.33,3100,2,400,57363
2019,0,23,8.5,3600,1,250,57410
2020,0,25.33,8.5,3235,1,250,57765
2020,0,25.33,8.5,3235,1,250,57765
2019,0,18.92,8.5,2300,1,200,57810
2019,0,27.42,8.5,3432,1,200,57815
1979,1,42,14.83,38400,2,900,57900
2018,0,25.33,8.5,3340,1,250,57960
2017,1,21.17,7.92,2150,1,250,57995
2016,1,20.93,1,2250,1,250,57995
2014,1,24,8.5,4011,1,300,57995
2011,1,26,8.5,4820,1,320,57995
2019,0,21.58,8.33,2900,1,250,58340
2019,0,21,8.5,3334,1,250,58363
2019,0,18.92,8.5,2300,1,200,58380
2019,0,27.42,8.5,3432,1,250,58405
2019,0,21,8.5,3735,1,250,58440
2019,0,21.17,7.92,2150,1,250,58490
2019,0,21.42,8.5,3735,1,200,58500
2019,0,25.33,8.5,3235,1,250,58620
2001,1,32,11,1150,2,760,58695
2019,0,21.5,8.5,3700,1,2019,58705
2019,0,18.92,8.5,2300,1,225,58710
2019,0,25.33,8.5,3235,1,250,58720
2019,0,25.33,8.5,3235,1,250,58720
2019,0,25.33,8.5,3235,1,250,58720
2019,0,25.33,8.5,3235,1,250,58720
2019,0,25.33,8.5,3235,1,250,58720
2019,0,21,8.33,3488,1,300,58745
2019,0,21.42,8.5,3735,1,200,58880
1998,1,35,13,20809,2,660,58900
2019,0,21.17,7.92,2150,1,250,58920
2019,0,22,8.5,3400,1,280,58950
2014,1,23,8.5,3200,1,250,58995
2011,1,26.33,8.5,5168,1,300,58995
2010,1,26,8.5,6950,1,300,59000
2008,1,29,9.92,10187,2,520,59000
1988,1,37,13.83,17200,2,540,59000
2002,1,31,11,11730,2,640,59000
1988,1,37,14.42,24000,2,660,59000
1975,1,42,15.75,30000,2,970,59000
1997,1,38,8.25,10450,2,1004,59000
2016,0,24.25,8.5,1914,2,300,59025
2019,0,27.42,8.5,3432,1,225,59160
2016,0,21.42,8.5,3100,1,200,59215
2016,0,24.25,8.5,1914,2,300,59258.33
2019,0,25.33,8.5,3235,1,250,59330
2019,0,25.33,8.5,3235,1,250,59330
2019,0,21.5,8.5,3700,1,2019,59425
2011,1,22.25,8.33,4250,1,310,59500
1971,1,42,13.83,35400,2,840,59500
2019,0,24.5,8.5,2129,1,150,59529
2019,0,23,8.5,3600,1,250,59699
2019,0,18.92,8.5,2300,1,225,59700
2018,0,25.33,8.5,3240,1,200,59720
2019,0,24.5,8.5,2919,1,115,59779
2019,0,25.33,8.5,3235,1,250,59795
2019,0,25.33,8.5,3235,1,250,59795
2019,0,25.33,8.5,3235,1,250,59795
2018,0,18,6.67,1400,1,115,59900
2018,1,20,8.33,3000,1,150,59900
1955,1,29,9,5900,2,190,59900
2019,0,20.66,8.33,2250,1,200,59900
2016,1,22,8.5,2175,1,250,59900
2014,1,23,8.83,3200,1,250,59900
2014,1,23.83,8.5,4011,1,250,59900
1998,1,30,10.25,10000,1,260,59900
2015,1,24.08,8.42,2925,1,300,59900
2001,1,27,9.58,6200,2,400,59900
1988,1,43,13.83,28000,2,550,59900
2002,1,29,10.42,9000,2,600,59900
2005,1,33.33,10.42,12500,2,640,59900
2000,1,33,13.42,16500,2,760,59900
1983,1,42,14.08,37400,2,850,59900
2020,0,21,8.33,3490,1,300,59905
2018,0,25.83,8.5,2471,1,200,59929
2016,1,24,8.5,4280,1,270,59995
2013,1,24,8.5,4600,1,409,59995
2003,1,28,9.42,8500,2,440,59995
2019,0,25,8.5,2500,1,250,59999
2017,0,23.42,8.5,4800,1,300,59999
2018,1,23,8.5,3500,1,200,60000
2016,1,20,8,2113,2,259.9,60000
1999,1,35,13,16000,2,620,60000
2019,0,20.17,8,2000,1,250,60310
2016,1,23.42,8.5,4200,1,350,60495
2019,0,21.5,8.5,3700,1,200,60692
2019,0,21.17,7.92,2150,1,250,60870
2019,0,23,8.5,3600,1,250,60981
2019,0,23,8.5,3600,1,250,60981
2019,0,21.5,8.5,3750,1,200,61160
2020,0,21.17,7.92,2150,1,250,61170
2019,0,21.17,7.92,2150,1,250,61180
2019,0,20.08,7.75,2175,1,250,61195
2019,0,20.91,7.75,2175,1,250,61195
2019,0,27.42,8.5,3432,1,300,61380
2019,0,25.08,8,4300,1,370,61495
2014,1,24.5,8.5,4800,1,320,61500
2019,0,18.92,8.5,2300,1,225,61565
2008,1,28,9.42,8630,2,440,61750
2019,0,23,8.5,3600,1,200,61861
2019,0,21.75,8.42,2250,1,200,61915
2019,0,22,8.5,3750,1,200,61937
2020,0,21.17,7.92,2150,1,250,61940
2019,0,21.58,8.33,2900,1,250,62070
2019,0,23,8.5,2200,1,200,62295
2019,0,21.75,8.5,2250,1,200,62410
2019,0,25.33,8.5,3375,1,200,62535
2019,0,21.5,8.5,3750,1,200,62540
2019,0,21.17,7.92,2150,1,250,62590
2019,0,27.42,8.5,3432,1,250,62600
2019,0,27.42,8.5,3432,1,250,62600
2019,0,27.42,8.5,3432,1,250,62600
2019,0,21.17,7.92,2150,1,250,62655
2019,0,21.5,8.5,3700,1,2019,62865
2019,0,21.5,8.5,3700,1,200,62890
2019,0,21.5,8.5,3750,1,200,62915
2017,0,24,8.42,2230,1,200,62999
2019,0,21,8.5,3700,1,200,63002
2019,0,25.33,8.5,3235,1,200,63080
2019,0,23,8.5,3600,1,250,63139
2018,0,27.42,8.5,3680,1,250,63220
2019,0,27.42,8.5,3432,1,250,63710
2019,0,27.42,8.5,3432,1,250,63710
2018,0,25.33,8.5,3440,1,200,63720
2019,0,23,8.5,3235,1,200,63930
2019,0,25.33,8.5,3235,1,200,63930
2019,0,25.33,8.5,3235,1,200,63930
2019,0,25.33,8.5,3235,1,200,63930
2019,0,25.33,8.5,3235,1,200,63930
2019,0,25.33,8.5,3235,1,200,63930
2018,0,20,7.92,1850,1,250,63995
2013,1,26.33,8.5,5168,1,300,63995
2019,0,24.5,8.5,2919,1,150,64059
2019,0,21.42,8.5,3735,1,200,64405
2017,0,25.33,8.5,3240,1,250,64405
2019,0,27.42,8.5,3432,1,300,64475
2019,0,27.42,8.5,3432,1,300,64475
2019,0,27.42,8.5,3432,1,300,64475
2019,0,27.42,8.5,3432,1,300,64475
2019,0,27.42,8.5,3432,1,300,64475
1997,1,37,12.58,15000,1,38,64500
2016,1,21.92,8.5,4000,1,350,64500
2005,1,32,10.83,12800,2,640,64500
2019,0,26.5,8.5,3146,1,150,64734
2015,1,24,8.67,2700,1,250,64900
2002,1,30.83,10.5,10000,2,640,64900
1996,1,40,13.33,20000,2,680,64900
2005,1,31,10.58,11395,2,700,64900
1995,1,35,13.25,23400,2,700,64900
2019,0,25.33,8.5,3235,1,200,64930
2019,0,25.33,8.5,3235,1,200,64930
2011,1,26.58,8.5,6950,1,260,64950
2009,1,27,9.67,5700,2,500,64950
2019,0,25.33,8.5,3235,1,250,64955
2018,0,20.5,8,1850,1,250,64995
2014,1,26.58,8.5,5200,1,300,64995
2018,0,21.08,8.42,3300,1,350,64999
2004,1,31,10.5,10400,2,540,64999
2016,1,25,8.5,2800,1,300,65000
2014,1,26,8.5,6670,1,300,65000
2007,1,28,10.33,10000,2,450,65000
2019,0,21.58,8.33,2900,1,300,65140
2019,0,22.33,8.5,3950,1,240,65439
2019,0,22.5,8.5,3200,1,250,65478
2019,0,27.42,8.5,3432,1,300,65515
2019,0,24.5,8.5,2919,1,150,65584
2019,0,27.42,8.5,3432,1,300,65585
2019,0,27.42,8.5,3432,1,300,65585
2019,0,27.42,8.5,3432,1,300,65585
2019,0,21.58,8.33,2900,1,250,65615
2019,0,23,8.5,3353,1,250,65648
2018,0,22.25,8.5,3600,2,500,65950
2019,0,23.5,8.5,2842,1,200,65995
2016,1,22.33,8.5,2700,1,200,66000
2014,1,27,8.5,5720,1,300,66000
2020,0,18.92,8.5,2300,1,200,66240
2019,0,19.67,8.33,2050,1,225,66283
2018,0,24,8.33,1950,1,250,66500
2018,0,24,8.5,3420,1,250,66551
2019,0,27.42,8.5,3432,1,300,66585
2018,0,27.42,8.5,3680,1,300,66680
2019,0,21.5,8,1950,1,250,66900
2006,1,29.33,9.5,7000,2,500,66900
1997,1,43,9.5,10500,2,660,66900
2016,0,22.25,8.5,1921,2,230,66908.33
2019,0,25.33,8.5,3375,1,200,66930
2019,0,25.33,8.5,3375,1,200,66930
2019,0,25.33,8.5,3375,1,200,66930
2019,0,25.33,8.5,3375,1,250,66955
2019,0,25.33,8.5,3375,1,250,66955
2020,0,25.33,8.5,3235,1,250,67165
2019,0,25,8.5,3483,1,250,67284
2019,0,27.42,8.5,3432,1,350,67320
2019,0,25.33,8.5,3235,1,250,67400
1982,1,36,12.5,18500,2,700,67400
2019,0,27.42,8.5,3432,1,350,67420
2019,0,21.58,8.33,2900,1,350,67465
2003,1,36.09,11.33,12941.12,1,30,67500
1998,1,37,12.58,17000,2,760,67500
2019,0,19.67,8.33,2050,1,225,67693
2018,0,27.42,8.5,3680,1,250,67870
2005,1,31,11,14100,2,640,67944
2019,0,25.33,8.5,3375,1,250,67955
2019,0,20,8.42,2425,1,250,67995
2019,0,27,8.5,2750,1,250,67999
2019,0,21.58,8.33,2900,1,250,68040
2019,0,21.42,8.5,3735,1,200,68205
2019,0,21.17,7.92,2150,1,225,68210
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2019,0,25.33,8.5,3235,1,250,68250
2017,0,27.42,8.5,3660,1,300,68315
2019,0,23.17,8.5,3900,1,250,68355
2017,1,20.33,7.83,1825,1,250,68499
2019,0,27.42,8.5,3432,1,350,68530
2019,0,27.42,8.5,3432,1,350,68530
2019,0,27.42,8.5,3432,1,350,68675
2018,0,26.3,8.5,3420,1,250,68684
2018,0,27.42,8.5,4060,1,250,68720
2012,1,24.58,8.5,4200,1,410,68999
1941,1,29,8,7500,2,270,69000
1996,1,31,12,12300,2,770,69000
2019,0,25.33,8.5,3235,1,250,69150
2005,1,30,10.42,12500,2,520,69500
1986,1,37,13,19800,2,750,69500
2007,1,27,8.5,5160,2,450,69545
2019,0,20.17,8,2000,1,250,69675
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2019,0,25.33,8.5,3235,1,250,69715
2002,1,34,12,15500,2,700,69800
2003,1,36,12,13900,1,27,69900
2014,1,24,8.42,2925,1,300,69900
2013,1,26,8.5,6950,1,300,69900
2011,1,29,9,6140,1,430,69900
2004,1,30,10.42,12500,2,520,69900
1998,1,35,12.75,18800,2,600,69900
2001,1,33.5,11.42,13000,2,620,69900
2004,1,31,11.17,12500,2,640,69900
1998,1,40,13.25,24300,2,660,69900
2006,1,33,11.33,11400,2,750,69900
1987,1,36,13.75,18300,2,750,69900
1993,1,42,14.67,42000,2,850,69900
2015,1,22,8.17,1800,1,250,69990
2005,1,27,8.5,4600,2,450,69990
2017,1,20,8.08,2600,1,200,69995
2016,1,25,8.5,4080,1,250,69995
2010,1,24.5,8.25,2400,1,300,69995
2014,1,23,8.5,4300,1,300,69995
2018,0,20,7.83,3800,1,400,69995
2018,0,20,7.83,3800,1,400,69995
2019,0,20.42,8.33,2340,1,250,69997
2016,1,23.5,9,5600,1,300,69999
2012,1,26,8.5,6950,1,300,69999
1987,1,36,13.33,23500,2,640,69999
2015,1,22,8.5,4300,1,350,70000
2001,1,27,9.83,3700,2,400,70000
2006,1,31,10,8500,2,520,70000
2019,0,22.5,8.5,3200,1,250,70256
2019,0,26,8.5,3340,1,250,70500
2019,0,21.17,7.92,2150,1,250,70590
2019,0,25,8.5,2750,1,250,70999
2001,1,33,12.33,15685,2,600,71000
2018,0,27.42,8.5,3680,1,250,71165
2019,0,25.33,8.5,3375,1,250,71250
2019,0,25.33,8.5,3375,1,250,71250
2019,0,25.33,8.5,3375,1,250,71250
2019,0,22.83,8.5,3500,1,200,71286
2019,0,26.17,8.5,3195,1,115,71660
2019,0,25.33,8.5,3375,1,250,71715
2018,1,25,8.5,3100,2,300,71900
2019,0,20.92,7.92,2175,1,250,72095
2017,1,24.67,8.75,3000,1,300,72500
2004,1,32,11.42,13800,2,520,72500
2019,0,25.33,8.5,3375,1,250,72715
2019,0,21.17,7.92,2150,1,300,72750
2019,0,22.58,8.5,3750,1,225,72852
2019,0,21.17,7.92,2150,1,250,72890
2019,1,20,8,3300,1,350,72900
1999,1,35,13,20809,2,640,72900
2019,0,23,8.5,4000,1,300,72952
2019,0,23.5,8.5,2913,1,150,72995
2018,0,20.91,7.92,2175,1,250,72995
2018,0,27.42,8.5,4060,1,250,73165
2018,0,27.42,8.5,4060,1,250,73165
2018,1,21,8.5,3650,1,300,73900
2019,0,27.42,8.5,3392,1,250,73920
2019,0,26.17,8.5,2960,1,150,73950
2018,0,27,8.5,2800,1,250,73995
2002,1,35,13,16094,2,770,73999
1995,1,29,10.5,8000,2,600,74000
2019,0,23,8.5,2450,1,250,74356
2019,0,21.33,8.5,2650,1,150,74435
2019,0,26.17,8.5,3195,1,150,74450
2019,0,26.17,8.5,3195,1,150,74550
2019,0,26.17,8.5,3195,1,150,74550
2019,0,23,8.75,4500,2,300,74613
2019,0,23,8.5,3500,1,250,74780
2019,0,27.42,8.5,3637,1,250,74800
2017,1,24.25,17.92,1584,1,5,74900
1986,1,43,13.25,23809,1,50,74900
2017,1,24,8.5,3650,1,200,74900
2014,1,25,9,4200,2,300,74900
2000,1,35,12.75,19300,2,620,74900
2002,1,35,12.75,18800,2,640,74900
1999,1,35,13,20809,2,640,74900
1999,1,35,13,20809,2,660,74900
1996,1,31,12.42,18300,2,670,74900
2019,0,20.75,7.92,1850,1,250,74995
2014,1,23,8.5,4700,1,350,74995
2002,1,28,9.5,5100,2,500,74995
2001,1,34,11.42,13000,2,770,74997
2019,0,21.17,7.92,2150,1,250,75015
2018,0,27.42,8.5,4060,1,300,75015
2019,0,26.17,8.5,2960,1,150,75045
2019,0,26.17,8.5,2960,1,150,75045
2019,0,27.42,8.5,3637,1,250,75115
2019,0,27.42,8.5,3637,1,250,75115
2019,0,27.42,8.5,3637,1,250,75115
2019,0,26.5,8.5,3146,1,150,75170
2019,0,26.17,8.5,2960,1,150,75200
2019,0,21.17,7.92,2150,1,250,75295
2019,0,27.42,8.5,3637,1,350,75440
2019,0,26.17,8.5,3195,1,150,75535
2019,0,26.17,8.5,3195,1,150,75535
2019,0,27.42,8.5,3637,1,350,75540
2019,0,27.42,8.5,3637,1,350,75540
2019,0,26.17,8.5,3195,1,150,75635
2019,0,26.17,8.5,3195,1,150,75635
2019,0,26.17,8.5,2960,1,150,75645
2019,0,27.42,8.5,3392,1,300,75795
2019,0,21.75,8.5,2750,1,250,75800
2019,0,24.5,9,3800,1,250,75945
2019,0,27.42,8.5,3637,1,250,76115
2019,0,27.42,8.5,3637,1,250,76115
2019,0,27.42,8.5,3637,1,250,76115
2019,0,21,10.75,4880,1,400,76479
2014,1,22,8.5,3100,1,250,76500
2019,0,21.17,7.92,2150,1,250,76535
2019,0,24,8.5,2960,1,250,76745
2012,1,33,11,12000,2,520,76900
2019,0,27.42,8.5,3637,1,300,76990
2019,0,27.42,8.5,3637,1,300,76990
2019,0,27.42,8.5,3637,1,300,76990
2019,0,26.17,8.5,2960,1,150,76995
1998,1,38,12.33,19000,1,42,77000
2018,0,27.42,8.5,3680,1,350,77075
2019,0,21.58,8,1925,1,250,77137
2019,0,20.08,8,1530,1,250,77195
2019,0,25,8.5,2690,1,250,77619
2004,1,32,11.42,13800,2,640,77900
2019,0,27.42,8.5,3637,1,300,77990
2019,0,27.42,8.5,3637,1,300,77990
2019,0,27.42,8.5,3637,1,300,77990
2019,1,24,8.75,4800,1,300,78000
1984,1,44,14.75,31000,2,540,78000
2019,0,27.42,8.5,3392,1,250,78315
2018,1,20.5,8,1950,1,250,78500
2019,0,21.17,7.92,2150,1,250,78515
2019,0,27.42,8.5,3392,1,350,78740
2019,0,23,8.5,2750,1,250,78766
2011,1,26,8.42,6667,1,350,78900
2002,1,38,12.58,15595,1,40,79000
2001,1,31,11,11730,2,620,79000
2016,0,24.25,8.5,2610,2,100,79455
2007,1,30,10.33,10460,2,640,79500
2002,1,38,13,18300,2,740,79500
2002,1,33,12.33,15685,2,770,79500
1979,1,43,14.5,41000,2,900,79500
2016,0,24.25,8.5,2610,2,100,79855
2014,1,26,8.5,6667,1,300,79900
2008,1,31.08,9.42,8630,1,375,79900
2005,1,35.5,11.42,13800,2,600,79900
2001,1,32,13,15000,2,620,79900
1995,1,33,12,19132,2,750,79900
1996,1,35,13.75,18000,2,770,79900
1992,1,41,14.83,28000,2,830,79900
2019,0,27.42,8.5,3637,1,350,79935
2019,0,27.42,8.5,3637,1,350,79935
2019,0,27.42,8.5,3637,1,350,79935
2000,1,38,13.67,19400,2,1480,79950
2015,1,26.33,8.5,5400,1,300,79995
2015,1,22,8.5,4400,1,350,79995
2015,1,25.67,8.5,5100,1,450,79995
2006,1,28,10,7500,2,640,79995
2005,1,38.25,13.08,21753,2,770,79995
2005,1,30.08,8.5,6900,2,850,79995
2019,0,24.33,8.5,4400,1,250,79999
2013,1,24,8.5,2500,1,300,80000
2019,0,27.42,8.5,3392,1,300,80190
2019,0,23,8.5,2750,1,250,80480
2019,0,23,8.5,4372,1,250,80489
2016,0,22.17,7.58,2300,2,400,80745
2019,0,27.42,8.5,3637,1,350,80835
2019,0,21,8.5,4200,1,400,80929
2019,0,27.42,8.5,3637,1,350,80935
2019,0,27.42,8.5,3637,1,350,80935
2017,0,22,8.33,4200,1,300,81793
2019,0,24.5,9,3700,1,300,81895
2018,0,24.25,8.5,4100,2,250,81910
2011,1,28,8.83,8211,1,300,82000
2018,0,24.5,9,3700,1,300,82151
2019,0,27.42,8.5,3637,1,350,82190
2019,0,24.33,8.42,2750,1,300,82368
2003,1,28.75,11.33,10700,2,640,82500
2007,1,33,10.17,10950,2,750,82500
2019,0,23,8.42,5010,2,300,82870
2019,0,24.5,9,3800,1,250,83100
2019,0,27.42,8.5,3392,1,350,83135
2019,0,24,8.75,4800,1,300,83200
2019,0,27.42,8.5,3392,1,350,83285
2019,0,24.25,8.5,4100,2,600,83380
2018,1,23.1,8.42,4450,1,300,83500
2019,0,25,8.33,3800,2,600,83571
2019,0,21,8.33,3350,2,400,84037
2019,0,25,8.5,3000,1,200,84060
2019,0,24.5,9,3800,1,300,84087
2019,0,27.42,8.5,3392,1,350,84135
2019,0,27.42,8.5,3392,1,350,84135
2019,0,27.42,8.5,3392,1,350,84135
2019,0,23.33,8.5,5010,1,250,84305
2012,1,28,8.83,8211,1,300,84500
2013,1,27,9,6500,1,380,84500
2019,0,24.67,8.75,3000,1,300,84520
1983,1,43,14.5,30000,2,240,84735
2008,1,31,10,7200,2,500,84800
1997,1,32,12.17,15000,1,370,84900
2015,1,24.5,8.5,5350,1,380,84900
2007,1,30,9.17,6635,2,500,84900
2008,1,29,10.42,10000,2,500,84900
2012,1,33,11,12014,2,600,84900
2003,1,33,12.5,11200,2,630,84900
2008,1,36,8.5,9200,2,750,84944
1998,1,37,12.58,17000,2,620,84990
2014,1,29,9,6800,1,375,84995
2005,1,32,11.42,13800,2,600,84999
2004,1,35,8.5,7600,2,1050,84999
1994,1,44,13.92,20000,2,584,85000
2019,0,27.5,8.5,3353,1,250,85456
2014,1,21,8.5,5200,1,409,85575
2019,0,24,8.75,4800,1,300,85595
2019,0,25,8.5,3386,1,250,85633
2018,0,23.33,8.5,5010,1,150,85810
2018,0,23.33,8.5,5010,1,150,85870
2018,0,25.67,8.5,5600,1,350,85943
2019,0,28,9.5,5200,2,300,85995
2019,0,24,8.75,4800,1,300,86465
2019,0,24,8.75,4800,1,300,86722
2019,0,27.5,8.5,3353,1,250,86948
2006,1,36,12,13900,1,27,87000
1983,1,38,13.25,30400,2,600,88000
2008,1,29,8.25,7000,2,640,88000
2019,0,24,9,3800,1,300,88635
2019,0,25.5,8.5,3133,1,250,88818
2019,0,24,9,5000,1,300,88837
2018,0,27.42,8.5,3250,1,300,88995
2012,1,30,9.5,9400,2,450,89000
2002,1,34,8.5,6100,2,600,89000
2012,1,27.92,8.5,5105,1,280,89317
2018,1,25,8.42,4880,1,350,89500
2019,0,24.55,9,5000,1,300,89575
2014,1,24,8.5,5500,1,522,89900
2009,1,34,11.33,14100,2,600,89900
2003,1,33,12.5,14500,2,630,89900
1995,1,44,13.92,20000,2,660,89900
2002,1,32,11,17000,2,700,89900
1999,1,38,13,18300,2,700,89900
1999,1,38,13,18300,2,700,89900
2019,0,24,8.75,4800,1,300,89990
2001,1,38,13.42,22724,2,660,89990
2019,0,26,8.42,2542,1,300,89995
2012,1,25,8.5,3580,2,350,90000
2019,0,22,8.17,4200,1,330,90160
2019,1,24,8.75,4800,2,150,90992
2007,1,33,12.67,16800,2,750,91500
2019,0,27.5,8.5,3353,1,250,91674
2019,0,23.33,8.5,5010,1,300,91850
1996,1,32,9.67,9000,2,600,91888
2013,1,27,9,6700,2,300,92500
2019,0,24.5,9,5000,1,300,93455
2017,1,25.67,8.5,4880,1,350,93900
1992,1,31,11.67,12000,2,770,94500
2019,0,25,8.5,4100,1,300,94558
2019,0,25,8.5,4100,1,300,94673
2015,1,28,9,6550,1,380,94800
1977,1,42,14.08,34000,2,240,94900
2016,0,21,8.5,5350,1,355,94900
2006,1,34,12,14500,2,600,94900
1995,1,44,15,30400,2,900,94900
2017,0,25,8.5,2952,1,300,94999
2017,1,48,14.25,50000,1,150,95000
2017,1,25,8.5,3500,1,300,95000
2017,1,26.16,8.42,5500,1,350,95000
2006,0,34.83,10,8532,3,750,95000
2002,1,33,12.5,11200,2,770,95000
2002,1,38.17,8.25,10450,2,1000,95000
2019,0,24,8.75,5000,1,300,95440
2019,0,25,8.5,4100,1,300,95718
2019,1,28,9.5,5200,2,400,95995
2006,1,34,12,14500,2,640,96495
2003,1,36,12.5,18500,2,740,96900
1995,1,35,11.75,11400,1,27,97000
2017,1,27.2,8.5,5659,1,300,97950
2000,1,39,14.08,23577,2,640,98000
2019,0,25,8.5,4100,1,300,98068
2019,0,24.5,9,5000,1,300,98739
2007,1,26,8.5,5100,2,500,98900
1992,1,40,13,18000,2,680,98900
2002,1,38,10.5,12800,2,992,98900
2007,1,33,10.17,10950,2,740,98944
2018,1,22,8.42,4850,1,410,98969
1974,1,42,13.58,37400,2,240,99000
2015,1,23,8.5,5400,1,450,99000
2008,1,34,11.67,16300,2,600,99000
1969,1,44,15.75,25000,2,620,99000
2008,1,29.58,9.92,9200,2,640,99000
1999,1,36,13.83,22000,2,700,99000
2001,1,38,13,18300,2,740,99000
1998,1,40,14.17,23535,2,840,99000
2006,1,35.25,8.5,8500,2,850,99000
2019,0,24.33,8.5,4550,1,300,99005
2014,1,29,10.33,3700,2,600,99500
2006,1,34,12,14500,2,600,99500
2002,1,37,13.67,20000,2,760,99500
1990,1,48,16,45500,1,735,99890
2017,1,26,8.5,5800,2,200,99900
2016,1,28.67,8.83,8211,1,300,99900
2015,1,26,8.5,4400,1,350,99900
2009,1,31,10.42,14000,2,600,99900
1999,1,40,13.67,22500,2,680,99900
2006,1,37.5,12,14600,2,740,99900
1999,1,42,14.17,23535,2,760,99900
2003,1,35,13.25,23400,2,770,99900
1979,1,43,14.5,41000,2,900,99900
2005,1,37,11.5,15500,2,992,99900
1990,1,50,15,40000,2,1100,99900
1987,1,50,15,38000,2,1470,99900
1988,1,46,16.25,34000,2,1500,99900
2006,1,32,11.42,13800,2,600,99990
2017,1,26,8.42,6667,1,300,99995
2019,0,27.5,8.5,3353,1,350,101914
2019,1,24,8.75,5000,1,300,102083
2020,0,28,9.17,3650,1,350,103000
2008,1,33,9.5,8000,2,760,103900
2019,0,24,8.75,5000,1,300,103955
2002,1,38,13,18300,2,740,104000
2015,1,26.5,8.5,5300,1,575,104900
2006,1,30,10.58,8221,2,500,104990
2013,1,31.92,11.58,10600,1,21,105000
2001,1,40,12.67,18510,2,880,105000
2019,0,24,8.75,5000,1,300,105820
2012,1,32.17,9.67,8000,2,600,105900
2010,1,28,9.42,8630,2,600,105900
2018,1,22,8.5,5600,1,440,105999
